"id","name","screen_name","statuses_count","followers_count","friends_count","favourites_count","listed_count","url","lang","time_zone","location","default_profile","default_profile_image","geo_enabled","profile_image_url","profile_banner_url","profile_use_background_image","profile_background_image_url_https","profile_text_color","profile_image_url_https","profile_sidebar_border_color","profile_background_tile","profile_sidebar_fill_color","profile_background_image_url","profile_background_color","profile_link_color","utc_offset","is_translator","follow_request_sent","protected","verified","notifications","description","contributors_enabled","following","created_at","timestamp","crawled_at","updated","test_set_1","test_set_2"
"488351800","MASC","angeli_masc","60463","568","387","15599","1","http://t.co/lzG1h0bGlm","en","Singapore","SG|PH",,,"1","http://pbs.twimg.com/profile_images/593394812159537152/uxFYhpph_normal.jpg","https://pbs.twimg.com/profile_banners/488351800/1430310739","1","https://pbs.twimg.com/profile_background_images/563979877167022080/mnhknujj.jpeg","CEC9A7","https://pbs.twimg.com/profile_images/593394812159537152/uxFYhpph_normal.jpg","000000","1","84578D","http://pbs.twimg.com/profile_background_images/563979877167022080/mnhknujj.jpeg","0A090A","ABB8C2","28800",,,,,,,,,"Fri Feb 10 10:59:44 +0000 2012","2012-02-10 11:59:44","2015-05-01 13:11:15","2016-03-15 16:02:35","1","0"
"75506408","Karan Baweja","krnbwj","135","208","263","43","2",,"en","New Delhi","New Delhi",,,"1","http://pbs.twimg.com/profile_images/3735734775/3c94fb95dbcb47127396d7f3c976c355_normal.jpeg","https://pbs.twimg.com/profile_banners/75506408/1369998782",,"https://abs.twimg.com/images/themes/theme1/bg.png","000000","https://pbs.twimg.com/profile_images/3735734775/3c94fb95dbcb47127396d7f3c976c355_normal.jpeg","000000",,"000000","http://abs.twimg.com/images/themes/theme1/bg.png","000000","ABB8C2","19800",,,,,,"Startup-bug-bitten-experimentalist, a wannabee workaholic, wanderer in gaga land , building a great #product for #revolutionizing #commerce Brand: @iitroorkee",,,"Sat Sep 19 08:28:16 +0000 2009","2009-09-19 10:28:16","2015-05-02 01:30:57","2016-03-15 16:06:58","1","1"
"37407255"," অগ্নিভ নিয়োগী","Aagan86","283536","7785","424","1157","217","https://t.co/8FehkHOTmi","en","Kolkata","Kolkata-Jalpaiguri",,,"1","http://pbs.twimg.com/profile_images/591915550386696192/hTm1b9Oy_normal.jpg","https://pbs.twimg.com/profile_banners/37407255/1426482022","1","https://pbs.twimg.com/profile_background_images/75609499/DSC00839.JPG","000000","https://pbs.twimg.com/profile_images/591915550386696192/hTm1b9Oy_normal.jpg","000000","1","78806B","http://pbs.twimg.com/profile_background_images/75609499/DSC00839.JPG","000000","ADAC1F","19800",,,,,,"Typical Aantel,reader, blogger, social media & news addict, opinionated. Joy Bangla!",,,"Sun May 03 12:17:01 +0000 2009","2009-05-03 14:17:01","2015-05-01 17:25:52","2016-03-15 15:53:59","0","0"
"1664307984","laurel daniel","_laureldaniel","1770","179","132","1224","0",,"en",,"edmond","1",,,"http://pbs.twimg.com/profile_images/562415057200377857/7n_ZDqOc_normal.jpeg","https://pbs.twimg.com/profile_banners/1664307984/1425679033","1","https://abs.twimg.com/images/themes/theme1/bg.png","333333","https://pbs.twimg.com/profile_images/562415057200377857/7n_ZDqOc_normal.jpeg","C0DEED",,"DDEEF6","http://abs.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,,,,,,"Mon Aug 12 06:35:01 +0000 2013","2013-08-12 08:35:01","2015-05-01 13:04:00","2016-03-15 16:02:01","0","0"
"308236961","King Devin","_KingDevin25","4790","3325","1327","235","5","http://t.co/bhVTgRUb5r","en",,"Memphis Tn.",,,"1","http://pbs.twimg.com/profile_images/578271190642360321/u15oWIJT_normal.jpeg","https://pbs.twimg.com/profile_banners/308236961/1426704145",,"https://pbs.twimg.com/profile_background_images/387211165/MS-Football-City-0491.jpg","333333","https://pbs.twimg.com/profile_images/578271190642360321/u15oWIJT_normal.jpeg","FFFFFF",,"DDEEF6","http://pbs.twimg.com/profile_background_images/387211165/MS-Football-City-0491.jpg","C0DEED","0084B4",,,,,,,"Official twitter of an Student Athlete on a path to Success. I'm a Leader & DreamChaser #BlackMafia / @Beyonce ♥♥ #LAKERSNATION #GREENBAYNATION #DivineRoyalty",,,"Tue May 31 02:07:05 +0000 2011","2011-05-31 04:07:05","2015-05-01 20:08:34","2016-03-15 16:01:50","0","0"
"1446131569","Lily Phan","lilyfan_","3912","482","439","9909","0",,"en","Eastern Time (US & Canada)",,,,"1","http://pbs.twimg.com/profile_images/593226950522609664/22hFhJnX_normal.jpg","https://pbs.twimg.com/profile_banners/1446131569/1428779304",,"https://pbs.twimg.com/profile_background_images/344918034408049430/70bfce8092f354c0256c770d0f3f2b4e.jpeg","333333","https://pbs.twimg.com/profile_images/593226950522609664/22hFhJnX_normal.jpg","000000",,"DDEEF6","http://pbs.twimg.com/profile_background_images/344918034408049430/70bfce8092f354c0256c770d0f3f2b4e.jpeg","020303","A3A3A3","-14400",,,,,,"look good, feel good, do good. #MTXE",,,"Tue May 21 11:29:06 +0000 2013","2013-05-21 13:29:06","2015-05-02 05:35:33","2016-03-15 16:07:14","1","0"
"887281","Paul Youlten","Payo","626","236","300","16","4","http://t.co/GipGLa4McM","en","Madrid","Europe",,,,"http://pbs.twimg.com/profile_images/101616578/yellowikislogosm_normal.jpg","https://pbs.twimg.com/profile_banners/887281/1400747700","1","https://abs.twimg.com/images/themes/theme1/bg.png","000000","https://pbs.twimg.com/profile_images/101616578/yellowikislogosm_normal.jpg","87BC44",,"E0FF92","http://abs.twimg.com/images/themes/theme1/bg.png","9AE4E8","0000FF","7200",,,,,,"Along the wiki way",,,"Sat Mar 10 22:25:08 +0000 2007","2007-03-10 23:25:08","2015-05-01 12:59:54","2016-03-15 15:59:27","0","0"
"3013763124","Gabrielle K ♡","gabriellanaxo","227","131","322","51","0",,"en",,"Trinidad & Tobago","1",,,"http://pbs.twimg.com/profile_images/564879977078722560/ZV5bUetp_normal.jpeg","https://pbs.twimg.com/profile_banners/3013763124/1423564378","1","https://abs.twimg.com/images/themes/theme1/bg.png","333333","https://pbs.twimg.com/profile_images/564879977078722560/ZV5bUetp_normal.jpeg","C0DEED",,"DDEEF6","http://abs.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,,,,,,"Sun Feb 08 22:35:05 +0000 2015","2015-02-08 23:35:05","2015-05-02 01:06:42","2016-03-15 16:04:53","0","0"
"2982524516","Karla Albores","kakakarlalita","183","88","117","310","0",,"en",,,"1",,,"http://pbs.twimg.com/profile_images/585377007241826304/Y7U_TKr9_normal.jpg","https://pbs.twimg.com/profile_banners/2982524516/1428399728","1","https://abs.twimg.com/images/themes/theme1/bg.png","333333","https://pbs.twimg.com/profile_images/585377007241826304/Y7U_TKr9_normal.jpg","C0DEED",,"DDEEF6","http://abs.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,,,"15 | adventure",,,"Wed Jan 14 11:50:48 +0000 2015","2015-01-14 12:50:48","2015-05-02 00:32:57","2016-03-15 16:06:33","0","0"
"2778387798","Brian Q. Webb","BrianQWebb","306","330","336","43","7","http://t.co/atEHHyDan2","en",,"Taipei, Taiwan & L.A., CA, USA",,,,"http://pbs.twimg.com/profile_images/508127466678792192/u1eQJ6lJ_normal.jpeg","https://pbs.twimg.com/profile_banners/2778387798/1411438157","1","https://pbs.twimg.com/profile_background_images/514234220571418624/b0fJhjVs.jpeg","FB8462","https://pbs.twimg.com/profile_images/508127466678792192/u1eQJ6lJ_normal.jpeg","FFFFFF",,"F1BB8F","http://pbs.twimg.com/profile_background_images/514234220571418624/b0fJhjVs.jpeg","1C1F24","57524C",,,,,,,"Struggling SciFi Smilth. Currently I am slaving over my first long form effort, Shift. Shift is a interdimensional hard science fiction thriller.",,,"Fri Aug 29 12:51:49 +0000 2014","2014-08-29 14:51:49","2015-05-01 21:15:20","2016-03-15 15:55:00","0","0"
"468369974","JWW","jinsofabhooker","8774","414","488","3678","6",,"zh-tw","Beijing",,,,"1","http://pbs.twimg.com/profile_images/586566116866072576/GtffzEh5_normal.jpg","https://pbs.twimg.com/profile_banners/468369974/1428084684","1","https://pbs.twimg.com/profile_background_images/378800000174438351/VEMVw1yS.jpeg","333333","https://pbs.twimg.com/profile_images/586566116866072576/GtffzEh5_normal.jpg","FFFFFF",,"DDEEF6","http://pbs.twimg.com/profile_background_images/378800000174438351/VEMVw1yS.jpeg","0884F0","89C9FA","28800",,,,,,"• Jin / Taiwan / Little Monster• LGNOW Manager",,,"Thu Jan 19 13:27:18 +0000 2012","2012-01-19 14:27:18","2015-05-02 12:00:44","2016-03-15 16:06:14","0","0"
"241157629","Luke","Luke24_","2995","94","334","83","3",,"en","Pacific Time (US & Canada)","Coachella Valley Ca",,,,"http://pbs.twimg.com/profile_images/590249093231816704/SsjSqAMJ_normal.jpg","https://pbs.twimg.com/profile_banners/241157629/1429560760",,"https://abs.twimg.com/images/themes/theme1/bg.png","333333","https://pbs.twimg.com/profile_images/590249093231816704/SsjSqAMJ_normal.jpg","FFFFFF",,"DDEEF6","http://abs.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4","-25200",,,,,,"- Dolphins - Dodgers - Celtics -",,,"Fri Jan 21 16:07:51 +0000 2011","2011-01-21 17:07:51","2015-05-01 16:14:54","2016-03-15 15:58:24","0","0"
"189795889","Rebecca Priestley","RKPriestley","4153","1581","1000","864","66","http://t.co/72FiPrFJHG","en","Auckland","Wellington, New Zealand",,,"1","http://pbs.twimg.com/profile_images/2529294085/q9gbvro7zksyjs8t9daa_normal.jpeg","https://pbs.twimg.com/profile_banners/189795889/1426045611","1","https://pbs.twimg.com/profile_background_images/153308925/AWA_Science_cover__2.jpg","634047","https://pbs.twimg.com/profile_images/2529294085/q9gbvro7zksyjs8t9daa_normal.jpeg","D3D2CF","1","E3E2DE","http://pbs.twimg.com/profile_background_images/153308925/AWA_Science_cover__2.jpg","EDECE9","088253","43200",,,,,,"Science historian & writer, snr lecturer, columnist for NZ Listener, pumice nerd. Books incl. Mad on Radium: NZ in the Atomic Age & The Awa Book of NZ Science",,,"Sun Sep 12 07:09:03 +0000 2010","2010-09-12 09:09:03","2015-05-01 13:52:48","2016-03-15 15:59:42","1","1"
"346722822","Mayor Maynot","Penguin_Stank","5693","202","600","2688","3",,"en","Central Time (US & Canada)","space. (hopefully)",,,"1","http://pbs.twimg.com/profile_images/459047646544420864/Hm42wdZ5_normal.jpeg","https://pbs.twimg.com/profile_banners/346722822/1398285397","1","https://pbs.twimg.com/profile_background_images/378800000156216008/J7TEw75d.jpeg","00FF11","https://pbs.twimg.com/profile_images/459047646544420864/Hm42wdZ5_normal.jpeg","000000","1","1E00FF","http://pbs.twimg.com/profile_background_images/378800000156216008/J7TEw75d.jpeg","000000","2B1E75","-18000",,,,,,"Positive vibes. Jesus follower. Some tattoos. I might like more. Longboard & drums. Some art. That's about it.",,,"Mon Aug 01 18:50:46 +0000 2011","2011-08-01 20:50:46","2015-05-01 23:54:09","2016-03-15 15:59:29","0","0"
"406524900","Ryan","_RyanIngram","15937","323","234","3024","4",,"en","Central Time (US & Canada)",,,,"1","http://pbs.twimg.com/profile_images/591716856441937920/J91FJ78T_normal.jpg","https://pbs.twimg.com/profile_banners/406524900/1430493633","1","https://abs.twimg.com/images/themes/theme14/bg.gif","333333","https://pbs.twimg.com/profile_images/591716856441937920/J91FJ78T_normal.jpg","EEEEEE","1","EFEFEF","http://abs.twimg.com/images/themes/theme14/bg.gif","131516","009999","-18000",,,,,,"Oklahoma State Sophomore. All our light that shines strong, only lasts for so long.",,,"Sun Nov 06 20:40:35 +0000 2011","2011-11-06 21:40:35","2015-05-02 05:38:02","2016-03-15 16:01:53","0","0"
"632681284","ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ","supadupatroopa","20438","345","204","4217","3",,"en","Arizona",,,,,"http://pbs.twimg.com/profile_images/591896774987501568/r6Nk0DqR_normal.jpg","https://pbs.twimg.com/profile_banners/632681284/1430161549","1","https://pbs.twimg.com/profile_background_images/465319226811506688/XTxlm_f7.jpeg","333333","https://pbs.twimg.com/profile_images/591896774987501568/r6Nk0DqR_normal.jpg","FFFFFF","1","DDEEF6","http://pbs.twimg.com/profile_background_images/465319226811506688/XTxlm_f7.jpeg","C0DEED","193354","-25200",,,,,,,,,"Wed Jul 11 07:21:19 +0000 2012","2012-07-11 09:21:19","2015-05-01 16:25:55","2016-03-15 16:10:10","0","0"
"161547148","Paulina Benitez","VanessaBeniteez","18462","1060","557","2500","2","http://t.co/JnX6hMGM6E","es","Guadalajara","ImToxic.",,,"1","http://pbs.twimg.com/profile_images/586172532836827136/Dxh3dsdp_normal.jpg","https://pbs.twimg.com/profile_banners/161547148/1421478954","1","https://pbs.twimg.com/profile_background_images/672621070/24219764bf0e47050819c0ced6d796f7.jpeg","333333","https://pbs.twimg.com/profile_images/586172532836827136/Dxh3dsdp_normal.jpg","FFFFFF","1","FFFFFF","http://pbs.twimg.com/profile_background_images/672621070/24219764bf0e47050819c0ced6d796f7.jpeg","B2DFDA","E03465","-18000",,,,,,"Si te vas no regreses. बुद्ध. . ॐ Flowers in my hair , demons on my head.✌☮ ☯. Dazed and kind of lonely.",,,"Thu Jul 01 03:45:11 +0000 2010","2010-07-01 05:45:11","2015-05-01 13:19:29","2016-03-15 16:01:24","0","0"
"433559911","Juan Carlos Vicente","JuanWolo","6585","178","564","1613","7",,"en-gb","Madrid","( ͝° ͜ʖ͡°) ヽ༼ຈل͜ຈ༽ﾉ ",,,"1","http://pbs.twimg.com/profile_images/578570253556404224/YP5gYkj0_normal.jpeg","https://pbs.twimg.com/profile_banners/433559911/1421438952","1","https://pbs.twimg.com/profile_background_images/513736844370903042/TT17DtkF.jpeg","FFFFFF","https://pbs.twimg.com/profile_images/578570253556404224/YP5gYkj0_normal.jpeg","000000","1","BF2C2C","http://pbs.twimg.com/profile_background_images/513736844370903042/TT17DtkF.jpeg","B8B8B8","E80505","7200",,,,,,"Mechanical Engineer to be. Fine Positivist Spanish Gentleman. Real Madrid, Formula 1 & E, Pendulum, Madeon, Simpsons. TF2. Lonely, like Ted Mosby",,,"Sat Dec 10 18:29:32 +0000 2011","2011-12-10 19:29:32","2015-05-02 09:02:17","2016-03-15 15:57:36","0","0"
"413655972","LADODGERFREDDY","inked1572","8396","470","480","9197","0",,"en","Pacific Time (US & Canada)","parts unknown",,,"1","http://pbs.twimg.com/profile_images/578347335756820480/yHdT4Sjy_normal.jpeg","https://pbs.twimg.com/profile_banners/413655972/1416117643",,"https://pbs.twimg.com/profile_background_images/533208147/dodger-stadium-pic.jpg","333333","https://pbs.twimg.com/profile_images/578347335756820480/yHdT4Sjy_normal.jpeg","C0DEED","1","DDEEF6","http://pbs.twimg.com/profile_background_images/533208147/dodger-stadium-pic.jpg","C0DEED","0084B4","-25200",,,,,,"its gonna  hurt work though it",,,"Wed Nov 16 03:40:52 +0000 2011","2011-11-16 04:40:52","2015-05-02 06:38:46","2016-03-15 16:05:41","1","0"
"2166704005","Rochieebells","RochieeChance","7251","2326","2548","2945","4","http://t.co/QNZ0Rz2FOP","en","Beijing","Planet X",,,"1","http://pbs.twimg.com/profile_images/583626939971141633/eRy1a5ad_normal.jpg","https://pbs.twimg.com/profile_banners/2166704005/1429173995","1","https://pbs.twimg.com/profile_background_images/581475382697684992/8TLr5PMZ.jpg","3C3940","https://pbs.twimg.com/profile_images/583626939971141633/eRy1a5ad_normal.jpg","FFFFFF","1","95E8EC","http://pbs.twimg.com/profile_background_images/581475382697684992/8TLr5PMZ.jpg","ABB8C2","000000","28800",,,,,,"@greysonchance will follow me SOON. If ya know what I mean.  |@SlayGreysonSlay 's & @GreysonSlayer| babes",,,"Thu Oct 31 14:18:37 +0000 2013","2013-10-31 15:18:37","2015-05-01 13:50:01","2016-03-15 15:59:37","1","1"
"1553611423","Patricia ❤","3shaa_","18484","271","216","8487","0","http://t.co/aACbecpPJ2","en","Beijing",,,,"1","http://pbs.twimg.com/profile_images/590355591773626368/AC1UvwfH_normal.jpg","https://pbs.twimg.com/profile_banners/1553611423/1428858568","1","https://pbs.twimg.com/profile_background_images/378800000143032086/cJSktIfW.png","BF9B91","https://pbs.twimg.com/profile_images/590355591773626368/AC1UvwfH_normal.jpg","C4BAB5","1","C2AEA5","http://pbs.twimg.com/profile_background_images/378800000143032086/cJSktIfW.png","698F91","3B94D9","28800",,,,,,"Jeddy, coffee & cheese",,,"Fri Jun 28 17:14:55 +0000 2013","2013-06-28 19:14:55","2015-05-02 08:21:32","2016-03-15 15:53:51","0","0"
"568015457","CG@campfire crew","Cheesegrab","14412","137","177","1632","0","http://t.co/wPKPXfzd38","en","Beijing","Taiwan",,,,"http://pbs.twimg.com/profile_images/588915212629123072/lj0v3t_3_normal.png","https://pbs.twimg.com/profile_banners/568015457/1429104430",,"https://pbs.twimg.com/profile_background_images/460786597756039168/m1FI91fb.png","333333","https://pbs.twimg.com/profile_images/588915212629123072/lj0v3t_3_normal.png","FFFFFF",,"DDEEF6","http://pbs.twimg.com/profile_background_images/460786597756039168/m1FI91fb.png","FFFFFF","00CCCC","28800",,,,,,"CG || ☾ || they/them|| ENG/FR/日本語/中文 || UTAU, FE:A, Tourabu, HQ!! || rly gay for Tsukishima Kei || ☀️@_tobenai☀️|| Matching w @adamashiodo",,,"Tue May 01 08:46:08 +0000 2012","2012-05-01 10:46:08","2015-05-01 14:26:18","2016-03-15 15:55:19","0","0"
"144976887","Hammad Khan","hakns","16991","1051","603","2225","13","http://t.co/izi2ZsZmwh","en","Islamabad","Pakistan",,,,"http://pbs.twimg.com/profile_images/592746678307926017/wsuOVN3s_normal.jpg","https://pbs.twimg.com/profile_banners/144976887/1430157290","1","https://pbs.twimg.com/profile_background_images/543878753919574016/nOB6ciHY.jpeg","3C3940","https://pbs.twimg.com/profile_images/592746678307926017/wsuOVN3s_normal.jpg","FFFFFF","1","95E8EC","http://pbs.twimg.com/profile_background_images/543878753919574016/nOB6ciHY.jpeg","0099B9","DD2E44","18000",,,,,,"Graduate Student of Igneous Metamorphic Geology | Columnist @Shashcaism | Blogger | Peace Seeking | Finicky | Down to Earth | Wanderlust http://t.co/FxCiNZlw9I",,,"Mon May 17 20:29:51 +0000 2010","2010-05-17 22:29:51","2015-05-02 12:33:06","2016-03-15 16:05:11","1","1"
"876150199","Dan Bakkedahl","bakkedahl","4565","4558","669","1552","71",,"en",,"Los Angeles",,,"1","http://pbs.twimg.com/profile_images/567017771213389824/5QylnCLs_normal.jpeg","https://pbs.twimg.com/profile_banners/876150199/1424022546","1","https://abs.twimg.com/images/themes/theme1/bg.png","333333","https://pbs.twimg.com/profile_images/567017771213389824/5QylnCLs_normal.jpeg","C0DEED",,"DDEEF6","http://abs.twimg.com/images/themes/theme1/bg.png","C0DEED","00A7B3",,,,,"1",,"Cause I'm leavin in the mornin. Won't be Bakkedahl.",,,"Fri Oct 12 18:18:46 +0000 2012","2012-10-12 20:18:46","2015-05-01 19:16:20","2016-03-15 16:02:56","1","1"
"710518321","Marielle Tuazon","myltuazon","33479","498","304","13415","3",,"en","Beijing",,,,,"http://pbs.twimg.com/profile_images/594076609646198785/60u1c2ej_normal.jpg","https://pbs.twimg.com/profile_banners/710518321/1430475095","1","https://pbs.twimg.com/profile_background_images/378800000151611444/BMFvnD2X.jpeg","3D1957","https://pbs.twimg.com/profile_images/594076609646198785/60u1c2ej_normal.jpg","FFFFFF","1","7AC3EE","http://pbs.twimg.com/profile_background_images/378800000151611444/BMFvnD2X.jpeg","3AA3B5","344A8F","28800",,,,,,"Daughter of a King // Tuguegarao, Cagayan // BSMT @CSU // http://t.co/TEOkitrMF2",,,"Sun Jul 22 10:59:37 +0000 2012","2012-07-22 12:59:37","2015-05-01 16:51:50","2016-03-15 16:08:07","0","0"
"1390147280","Nico Galán","ElNicoGalan","182","204","1221","48","2","http://t.co/qw0MMrRPj1","en",,,"1",,,"http://pbs.twimg.com/profile_images/570390767996309504/rOmivYMa_normal.jpeg","https://pbs.twimg.com/profile_banners/1390147280/1424826732","1","https://abs.twimg.com/images/themes/theme1/bg.png","333333","https://pbs.twimg.com/profile_images/570390767996309504/rOmivYMa_normal.jpeg","C0DEED",,"DDEEF6","http://abs.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,,,"Actor. Artist. Dreamer. Nomad. Wine lover. Crossfiter. Charming man, you be the judge.",,,"Mon Apr 29 18:23:22 +0000 2013","2013-04-29 20:23:22","2015-05-02 04:34:49","2016-03-15 15:56:10","0","0"
"123209387","James Procopis","JamesProcopis","15","42","32","9","0",,"en",,"sunderland","1",,,"http://pbs.twimg.com/profile_images/466943428211650560/Tv_xmtY3_normal.png","https://pbs.twimg.com/profile_banners/123209387/1418261640","1","https://abs.twimg.com/images/themes/theme1/bg.png","333333","https://pbs.twimg.com/profile_images/466943428211650560/Tv_xmtY3_normal.png","C0DEED",,"DDEEF6","http://abs.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,,,"Sunderland lad, Sunderland dad (to my greatest creation, my son Kai), Founder of @SunderlandNow. Love @Cyprus & @SunderlandAFC",,,"Mon Mar 15 10:28:41 +0000 2010","2010-03-15 11:28:41","2015-05-02 08:41:00","2016-03-15 15:57:18","0","0"
"547900413","Allie loves niall ","DrumminAshton","24580","1057","484","3245","6","https://t.co/LpXT8Osluo","en","Arizona","WWA 9/16/14 5SOS 10/13/14",,,,"http://pbs.twimg.com/profile_images/583027062769881088/7kOA36fm_normal.jpg","https://pbs.twimg.com/profile_banners/547900413/1428014431","1","https://pbs.twimg.com/profile_background_images/695489203/03b8d651ecd3de30705f03ddefba4489.jpeg","333333","https://pbs.twimg.com/profile_images/583027062769881088/7kOA36fm_normal.jpg","FFFFFF","1","DDEEF6","http://pbs.twimg.com/profile_background_images/695489203/03b8d651ecd3de30705f03ddefba4489.jpeg","635F5F","00E0F0","-25200",,,,,,"what the fuck is derby",,,"Sat Apr 07 18:35:40 +0000 2012","2012-04-07 20:35:40","2015-05-01 13:51:41","2016-03-15 15:56:03","0","0"
"568841497","B.J. ","ThatWhiteKidBj","3681","184","166","869","0",,"en",,"Bakersfield CA","1",,"1","http://pbs.twimg.com/profile_images/593672526368149504/d8hoyJyI_normal.jpg","https://pbs.twimg.com/profile_banners/568841497/1426212007","1","https://abs.twimg.com/images/themes/theme1/bg.png","333333","https://pbs.twimg.com/profile_images/593672526368149504/d8hoyJyI_normal.jpg","C0DEED",,"DDEEF6","http://abs.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,,,"20 y/o, full time employed at Cognito Motorsports",,,"Wed May 02 06:01:22 +0000 2012","2012-05-02 08:01:22","2015-05-01 14:30:41","2016-03-15 16:00:56","1","0"
"153690249","José María Patiño","Chemaparis","2466","3913","165","156","96","http://t.co/2F7mAXv2Rj","es","Paris","Madrid","1",,"1","http://pbs.twimg.com/profile_images/3466464093/84610dfd79b791269ee54fd2c9d9b696_normal.jpeg","https://pbs.twimg.com/profile_banners/153690249/1364827367","1","https://abs.twimg.com/images/themes/theme1/bg.png","333333","https://pbs.twimg.com/profile_images/3466464093/84610dfd79b791269ee54fd2c9d9b696_normal.jpeg","C0DEED",,"DDEEF6","http://abs.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4","7200",,,,,,"Periodista y bluesman. Libro: Crónicas de Paname, a punto de salir en http://t.co/l0tO542lNt",,,"Wed Jun 09 05:52:12 +0000 2010","2010-06-09 07:52:12","2015-05-01 13:11:14","2016-03-15 15:55:20","0","0"
"853893720","yl","wxel_","5814","458","241","7654","0",,"en","Eastern Time (US & Canada)","معلِم",,,"1","http://pbs.twimg.com/profile_images/593960230670610432/6wR5wA81_normal.jpg","https://pbs.twimg.com/profile_banners/853893720/1430402177","1","https://pbs.twimg.com/profile_background_images/440999664389591040/5hgj8MpY.jpeg","16818E","https://pbs.twimg.com/profile_images/593960230670610432/6wR5wA81_normal.jpg","FFFFFF","1","030516","http://pbs.twimg.com/profile_background_images/440999664389591040/5hgj8MpY.jpeg","FCFCFC","ABB8C2","-14400",,,,,,"one nation under squad",,,"Sun Sep 30 01:28:16 +0000 2012","2012-09-30 03:28:16","2015-05-01 18:53:47","2016-03-15 16:10:57","0","0"
